department_id,department_name,shift_id,shift_date,shift_type,start_time,end_time,staff_type,staff_subclass,assigned_staff_count,minimum_required_per_shift
4,"Intensive Care Unit",35629,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
4,"Intensive Care Unit",35629,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",5,6
4,"Intensive Care Unit",35644,2026-03-03,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35644,2026-03-03,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",1,2
4,"Intensive Care Unit",35644,2026-03-03,Morning,07:00:00,15:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35644,2026-03-03,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
4,"Intensive Care Unit",35659,2026-03-03,Evening,15:00:00,23:00:00,Administrative,"HR Officer",1,2
4,"Intensive Care Unit",35659,2026-03-03,Evening,15:00:00,23:00:00,Administrative,"Records Officer",1,2
4,"Intensive Care Unit",35659,2026-03-03,Evening,15:00:00,23:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35659,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",2,6
4,"Intensive Care Unit",35659,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",4,6
4,"Intensive Care Unit",35674,2026-03-03,Night,23:00:00,07:00:00,Administrative,"IT Support",2,2
4,"Intensive Care Unit",35674,2026-03-03,Night,23:00:00,07:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35674,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35674,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35689,2026-03-04,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35689,2026-03-04,Morning,07:00:00,15:00:00,Administrative,"Ward Coordinator",1,2
4,"Intensive Care Unit",35689,2026-03-04,Morning,07:00:00,15:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35689,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35689,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35704,2026-03-04,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35704,2026-03-04,Evening,15:00:00,23:00:00,Administrative,"Billing Officer",1,2
4,"Intensive Care Unit",35704,2026-03-04,Evening,15:00:00,23:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35704,2026-03-04,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
4,"Intensive Care Unit",35719,2026-03-04,Night,23:00:00,07:00:00,Administrative,"HR Officer",1,2
4,"Intensive Care Unit",35719,2026-03-04,Night,23:00:00,07:00:00,Administrative,"Records Officer",1,2
4,"Intensive Care Unit",35719,2026-03-04,Night,23:00:00,07:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35719,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
4,"Intensive Care Unit",35719,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",5,6
4,"Intensive Care Unit",35734,2026-03-05,Morning,07:00:00,15:00:00,Administrative,"IT Support",2,2
4,"Intensive Care Unit",35734,2026-03-05,Morning,07:00:00,15:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35734,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",2,6
4,"Intensive Care Unit",35734,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",4,6
4,"Intensive Care Unit",35749,2026-03-05,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35749,2026-03-05,Evening,15:00:00,23:00:00,Administrative,"Ward Coordinator",1,2
4,"Intensive Care Unit",35749,2026-03-05,Evening,15:00:00,23:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35749,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35749,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35764,2026-03-05,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35764,2026-03-05,Night,23:00:00,07:00:00,Administrative,"Billing Officer",1,2
4,"Intensive Care Unit",35764,2026-03-05,Night,23:00:00,07:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35764,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35764,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35779,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
4,"Intensive Care Unit",35779,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"Records Officer",1,2
4,"Intensive Care Unit",35779,2026-03-06,Morning,07:00:00,15:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35779,2026-03-06,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
4,"Intensive Care Unit",35794,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"IT Support",2,2
4,"Intensive Care Unit",35794,2026-03-06,Evening,15:00:00,23:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35794,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
4,"Intensive Care Unit",35794,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",5,6
4,"Intensive Care Unit",35809,2026-03-06,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35809,2026-03-06,Night,23:00:00,07:00:00,Administrative,"Ward Coordinator",1,2
4,"Intensive Care Unit",35809,2026-03-06,Night,23:00:00,07:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35809,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Head Nurse",2,6
4,"Intensive Care Unit",35809,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
4,"Intensive Care Unit",35824,2026-03-07,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
4,"Intensive Care Unit",35824,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",1,2
4,"Intensive Care Unit",35824,2026-03-07,Morning,07:00:00,15:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35824,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35824,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35839,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"HR Officer",1,2
4,"Intensive Care Unit",35839,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"Records Officer",1,2
4,"Intensive Care Unit",35839,2026-03-07,Evening,15:00:00,23:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35839,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
4,"Intensive Care Unit",35839,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
4,"Intensive Care Unit",35854,2026-03-07,Night,23:00:00,07:00:00,Administrative,"IT Support",2,2
4,"Intensive Care Unit",35854,2026-03-07,Night,23:00:00,07:00:00,Doctor,"Intensive Care",3,3
4,"Intensive Care Unit",35854,2026-03-07,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",6,6
12,Nephrology,35562,2026-03-01,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
12,Nephrology,35562,2026-03-01,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
12,Nephrology,35562,2026-03-01,Morning,07:00:00,15:00:00,Doctor,Nephrology,3,3
12,Nephrology,35562,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35562,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35577,2026-03-01,Evening,15:00:00,23:00:00,Administrative,"IT Support",2,2
12,Nephrology,35577,2026-03-01,Evening,15:00:00,23:00:00,Doctor,Nephrology,3,3
12,Nephrology,35577,2026-03-01,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
12,Nephrology,35592,2026-03-01,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
12,Nephrology,35592,2026-03-01,Night,23:00:00,07:00:00,Administrative,"HR Officer",1,2
12,Nephrology,35592,2026-03-01,Night,23:00:00,07:00:00,Doctor,Nephrology,3,3
12,Nephrology,35592,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
12,Nephrology,35592,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
12,Nephrology,35592,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
12,Nephrology,35607,2026-03-02,Morning,07:00:00,15:00:00,Administrative,"Records Officer",1,2
12,Nephrology,35607,2026-03-02,Morning,07:00:00,15:00:00,Administrative,"Ward Coordinator",1,2
12,Nephrology,35607,2026-03-02,Morning,07:00:00,15:00:00,Doctor,Nephrology,3,3
12,Nephrology,35607,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",3,6
12,Nephrology,35607,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",3,6
12,Nephrology,35622,2026-03-02,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
12,Nephrology,35622,2026-03-02,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
12,Nephrology,35622,2026-03-02,Evening,15:00:00,23:00:00,Doctor,Nephrology,3,3
12,Nephrology,35622,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35622,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35637,2026-03-02,Night,23:00:00,07:00:00,Administrative,"IT Support",2,2
12,Nephrology,35637,2026-03-02,Night,23:00:00,07:00:00,Doctor,Nephrology,3,3
12,Nephrology,35637,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35637,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35652,2026-03-03,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
12,Nephrology,35652,2026-03-03,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
12,Nephrology,35652,2026-03-03,Morning,07:00:00,15:00:00,Doctor,Nephrology,3,3
12,Nephrology,35652,2026-03-03,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
12,Nephrology,35667,2026-03-03,Evening,15:00:00,23:00:00,Administrative,"Records Officer",1,2
12,Nephrology,35667,2026-03-03,Evening,15:00:00,23:00:00,Administrative,"Ward Coordinator",1,2
12,Nephrology,35667,2026-03-03,Evening,15:00:00,23:00:00,Doctor,Nephrology,3,3
12,Nephrology,35667,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",1,6
12,Nephrology,35667,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",4,6
12,Nephrology,35667,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",1,6
12,Nephrology,35682,2026-03-03,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
12,Nephrology,35682,2026-03-03,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
12,Nephrology,35682,2026-03-03,Night,23:00:00,07:00:00,Doctor,Nephrology,3,3
12,Nephrology,35682,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
12,Nephrology,35682,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",3,6
12,Nephrology,35697,2026-03-04,Morning,07:00:00,15:00:00,Administrative,"IT Support",2,2
12,Nephrology,35697,2026-03-04,Morning,07:00:00,15:00:00,Doctor,Nephrology,3,3
12,Nephrology,35697,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35697,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35712,2026-03-04,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
12,Nephrology,35712,2026-03-04,Evening,15:00:00,23:00:00,Administrative,"HR Officer",1,2
12,Nephrology,35712,2026-03-04,Evening,15:00:00,23:00:00,Doctor,Nephrology,3,3
12,Nephrology,35712,2026-03-04,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
12,Nephrology,35727,2026-03-04,Night,23:00:00,07:00:00,Administrative,"Records Officer",1,2
12,Nephrology,35727,2026-03-04,Night,23:00:00,07:00:00,Administrative,"Ward Coordinator",1,2
12,Nephrology,35727,2026-03-04,Night,23:00:00,07:00:00,Doctor,Nephrology,3,3
12,Nephrology,35727,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35727,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35742,2026-03-05,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
12,Nephrology,35742,2026-03-05,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
12,Nephrology,35742,2026-03-05,Morning,07:00:00,15:00:00,Doctor,Nephrology,3,3
12,Nephrology,35742,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",1,6
12,Nephrology,35742,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",4,6
12,Nephrology,35742,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",1,6
12,Nephrology,35757,2026-03-05,Evening,15:00:00,23:00:00,Administrative,"IT Support",2,2
12,Nephrology,35757,2026-03-05,Evening,15:00:00,23:00:00,Doctor,Nephrology,3,3
12,Nephrology,35757,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35757,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35772,2026-03-05,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
12,Nephrology,35772,2026-03-05,Night,23:00:00,07:00:00,Administrative,"HR Officer",1,2
12,Nephrology,35772,2026-03-05,Night,23:00:00,07:00:00,Doctor,Nephrology,3,3
12,Nephrology,35772,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
12,Nephrology,35772,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",3,6
12,Nephrology,35787,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"Records Officer",1,2
12,Nephrology,35787,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"Ward Coordinator",1,2
12,Nephrology,35787,2026-03-06,Morning,07:00:00,15:00:00,Doctor,Nephrology,3,3
12,Nephrology,35787,2026-03-06,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
12,Nephrology,35802,2026-03-06,Evening,15:00:00,23:00:00,Administrative,Accountant,1,2
12,Nephrology,35802,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
12,Nephrology,35802,2026-03-06,Evening,15:00:00,23:00:00,Doctor,Nephrology,3,3
12,Nephrology,35802,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35802,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35817,2026-03-06,Night,23:00:00,07:00:00,Administrative,"IT Support",2,2
12,Nephrology,35817,2026-03-06,Night,23:00:00,07:00:00,Doctor,Nephrology,3,3
12,Nephrology,35817,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Head Nurse",1,6
12,Nephrology,35817,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",4,6
12,Nephrology,35817,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
12,Nephrology,35832,2026-03-07,Morning,07:00:00,15:00:00,Administrative,Accountant,1,2
12,Nephrology,35832,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
12,Nephrology,35832,2026-03-07,Morning,07:00:00,15:00:00,Doctor,Nephrology,3,3
12,Nephrology,35832,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
12,Nephrology,35832,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",5,6
12,Nephrology,35847,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"Records Officer",1,2
12,Nephrology,35847,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"Ward Coordinator",1,2
12,Nephrology,35847,2026-03-07,Evening,15:00:00,23:00:00,Doctor,Nephrology,3,3
12,Nephrology,35847,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",3,6
12,Nephrology,35847,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",3,6
12,Nephrology,35862,2026-03-07,Night,23:00:00,07:00:00,Administrative,Accountant,1,2
12,Nephrology,35862,2026-03-07,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
12,Nephrology,35862,2026-03-07,Night,23:00:00,07:00:00,Doctor,Nephrology,3,3
12,Nephrology,35862,2026-03-07,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",6,6
8,Neurology,35558,2026-03-01,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
8,Neurology,35558,2026-03-01,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
8,Neurology,35558,2026-03-01,Morning,07:00:00,15:00:00,Doctor,Neurology,3,3
8,Neurology,35558,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",1,6
8,Neurology,35558,2026-03-01,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",5,6
8,Neurology,35573,2026-03-01,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
8,Neurology,35573,2026-03-01,Evening,15:00:00,23:00:00,Administrative,"Ward Coordinator",1,2
8,Neurology,35573,2026-03-01,Evening,15:00:00,23:00:00,Doctor,Neurology,3,3
8,Neurology,35573,2026-03-01,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
8,Neurology,35588,2026-03-01,Night,23:00:00,07:00:00,Administrative,"Billing Officer",1,2
8,Neurology,35588,2026-03-01,Night,23:00:00,07:00:00,Administrative,"HR Officer",1,2
8,Neurology,35588,2026-03-01,Night,23:00:00,07:00:00,Doctor,Neurology,3,3
8,Neurology,35588,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Head Nurse",2,6
8,Neurology,35588,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35588,2026-03-01,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
8,Neurology,35603,2026-03-02,Morning,07:00:00,15:00:00,Administrative,"Admissions Clerk",1,2
8,Neurology,35603,2026-03-02,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
8,Neurology,35603,2026-03-02,Morning,07:00:00,15:00:00,Doctor,Neurology,3,3
8,Neurology,35603,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35603,2026-03-02,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",3,6
8,Neurology,35618,2026-03-02,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
8,Neurology,35618,2026-03-02,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
8,Neurology,35618,2026-03-02,Evening,15:00:00,23:00:00,Doctor,Neurology,3,3
8,Neurology,35618,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
8,Neurology,35618,2026-03-02,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
8,Neurology,35633,2026-03-02,Night,23:00:00,07:00:00,Administrative,Secretary,1,2
8,Neurology,35633,2026-03-02,Night,23:00:00,07:00:00,Administrative,"Ward Coordinator",1,2
8,Neurology,35633,2026-03-02,Night,23:00:00,07:00:00,Doctor,Neurology,3,3
8,Neurology,35633,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
8,Neurology,35633,2026-03-02,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",5,6
8,Neurology,35648,2026-03-03,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",1,2
8,Neurology,35648,2026-03-03,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
8,Neurology,35648,2026-03-03,Morning,07:00:00,15:00:00,Doctor,Neurology,3,3
8,Neurology,35648,2026-03-03,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
8,Neurology,35663,2026-03-03,Evening,15:00:00,23:00:00,Administrative,"Admissions Clerk",1,2
8,Neurology,35663,2026-03-03,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
8,Neurology,35663,2026-03-03,Evening,15:00:00,23:00:00,Doctor,Neurology,3,3
8,Neurology,35663,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Head Nurse",2,6
8,Neurology,35663,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35663,2026-03-03,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",1,6
8,Neurology,35678,2026-03-03,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
8,Neurology,35678,2026-03-03,Night,23:00:00,07:00:00,Administrative,Secretary,1,2
8,Neurology,35678,2026-03-03,Night,23:00:00,07:00:00,Doctor,Neurology,3,3
8,Neurology,35678,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35678,2026-03-03,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",3,6
8,Neurology,35693,2026-03-04,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
8,Neurology,35693,2026-03-04,Morning,07:00:00,15:00:00,Administrative,"Ward Coordinator",1,2
8,Neurology,35693,2026-03-04,Morning,07:00:00,15:00:00,Doctor,Neurology,3,3
8,Neurology,35693,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
8,Neurology,35693,2026-03-04,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",4,6
8,Neurology,35708,2026-03-04,Evening,15:00:00,23:00:00,Administrative,"Billing Officer",1,2
8,Neurology,35708,2026-03-04,Evening,15:00:00,23:00:00,Administrative,"HR Officer",1,2
8,Neurology,35708,2026-03-04,Evening,15:00:00,23:00:00,Doctor,Neurology,3,3
8,Neurology,35708,2026-03-04,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",6,6
8,Neurology,35723,2026-03-04,Night,23:00:00,07:00:00,Administrative,"Admissions Clerk",1,2
8,Neurology,35723,2026-03-04,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
8,Neurology,35723,2026-03-04,Night,23:00:00,07:00:00,Doctor,Neurology,3,3
8,Neurology,35723,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",1,6
8,Neurology,35723,2026-03-04,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",5,6
8,Neurology,35738,2026-03-05,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
8,Neurology,35738,2026-03-05,Morning,07:00:00,15:00:00,Administrative,Secretary,1,2
8,Neurology,35738,2026-03-05,Morning,07:00:00,15:00:00,Doctor,Neurology,3,3
8,Neurology,35738,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Head Nurse",2,6
8,Neurology,35738,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35738,2026-03-05,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",1,6
8,Neurology,35753,2026-03-05,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
8,Neurology,35753,2026-03-05,Evening,15:00:00,23:00:00,Administrative,"Ward Coordinator",1,2
8,Neurology,35753,2026-03-05,Evening,15:00:00,23:00:00,Doctor,Neurology,3,3
8,Neurology,35753,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",2,6
8,Neurology,35753,2026-03-05,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",4,6
8,Neurology,35768,2026-03-05,Night,23:00:00,07:00:00,Administrative,"Billing Officer",1,2
8,Neurology,35768,2026-03-05,Night,23:00:00,07:00:00,Administrative,"HR Officer",1,2
8,Neurology,35768,2026-03-05,Night,23:00:00,07:00:00,Doctor,Neurology,3,3
8,Neurology,35768,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35768,2026-03-05,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",3,6
8,Neurology,35783,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"Admissions Clerk",1,2
8,Neurology,35783,2026-03-06,Morning,07:00:00,15:00:00,Administrative,"IT Support",1,2
8,Neurology,35783,2026-03-06,Morning,07:00:00,15:00:00,Doctor,Neurology,3,3
8,Neurology,35783,2026-03-06,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",6,6
8,Neurology,35798,2026-03-06,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
8,Neurology,35798,2026-03-06,Evening,15:00:00,23:00:00,Administrative,Secretary,1,2
8,Neurology,35798,2026-03-06,Evening,15:00:00,23:00:00,Doctor,Neurology,3,3
8,Neurology,35798,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",1,6
8,Neurology,35798,2026-03-06,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",5,6
8,Neurology,35813,2026-03-06,Night,23:00:00,07:00:00,Administrative,Secretary,1,2
8,Neurology,35813,2026-03-06,Night,23:00:00,07:00:00,Administrative,"Ward Coordinator",1,2
8,Neurology,35813,2026-03-06,Night,23:00:00,07:00:00,Doctor,Neurology,3,3
8,Neurology,35813,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Head Nurse",2,6
8,Neurology,35813,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35813,2026-03-06,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",1,6
8,Neurology,35828,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"Billing Officer",1,2
8,Neurology,35828,2026-03-07,Morning,07:00:00,15:00:00,Administrative,"HR Officer",1,2
8,Neurology,35828,2026-03-07,Morning,07:00:00,15:00:00,Doctor,Neurology,3,3
8,Neurology,35828,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Nursing Assistant",2,6
8,Neurology,35828,2026-03-07,Morning,07:00:00,15:00:00,Nurse,"Registered Nurse",4,6
8,Neurology,35843,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"Admissions Clerk",1,2
8,Neurology,35843,2026-03-07,Evening,15:00:00,23:00:00,Administrative,"IT Support",1,2
8,Neurology,35843,2026-03-07,Evening,15:00:00,23:00:00,Doctor,Neurology,3,3
8,Neurology,35843,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Nursing Assistant",3,6
8,Neurology,35843,2026-03-07,Evening,15:00:00,23:00:00,Nurse,"Registered Nurse",3,6
8,Neurology,35858,2026-03-07,Night,23:00:00,07:00:00,Administrative,"IT Support",1,2
8,Neurology,35858,2026-03-07,Night,23:00:00,07:00:00,Administrative,Secretary,1,2
8,Neurology,35858,2026-03-07,Night,23:00:00,07:00:00,Doctor,Neurology,3,3
8,Neurology,35858,2026-03-07,Night,23:00:00,07:00:00,Nurse,"Registered Nurse",6,6
