substance_id,active_substance_name,allergic_patients_count,drugs_containing_substance_count
1803,"Argentum-Corpus Vitreum Bovis Dil. D6 Aquos.",0,1
4992,"Arginine Aspartate, Glutodine",0,1
10879,"Arginine Hydrochloride, Dexfosfoserine, Levoglutamide, Hydroxocobalamin Chloride, L-Threonine O-Phos",0,1
6375,"Arginine Hydrochloride, Disodium Phosphate, Anhydrous, Sorbitol (E420), Sodium Sulfate Anhydrous",0,1
1805,"Arginine L(+) Hydrochloride",0,1
4865,"Arisaema Triphyllum D4, Mercurius Solubilis Hahnemanni D 8, Pulsatilla Pratensis D4, Atropa Bella-Do",0,1
2943,"Arisaema Triphyllum Dil. D2, Atropa Bella-Donna Dil. D1, Hyoscsyamus Niger Dil. D1, Drosera Mother T",0,1
10472,"Aristolochia Clematitis D12, Salvia Officinalis D10, Sambucus Nigra D6",0,1
9996,"Arnica Dil. D3, Calendula Dil. D3, Hamamelis Virginiana Dil. D4, Rhus Toxicodendron Dil. D6, Ruta Di",0,1
3302,"Arnica Dil. D4, Cactus Dil. D3, Spigelia Dil. D4, Crataegus Mother Tincture",0,1
8892,"Arnica Dil. D4, Harpagophytum Procumbens Dil. D3, Bryonia Dil. D2, Calcium Phosphoricum Dil. D6, Aci",0,1
7372,"Arnica Extract, Bornyl Acetate, Alpha Pinene",0,1
11613,"Arnica Flower, Hyperici Herba, Melilot, Quercus Cortex, Millefolii Herba",0,1
9748,"Arnica Montana C12, Arnica Montana C30, Arnica Montana C200",0,1
4018,"Arnica Montana C15, Kalium Phosphoricum C15, Cinchona Pubescens C9, Sulfur Iodatum C9",0,1
4931,"Arnica Montana C3, Atropa Bella-Donna C3, Dactylopius Coccus C3, Drosera C3, Ferrum Phosphoricum C3,",0,1
4934,"Arnica Montana C3, Atropa Bella-Donna C3, Psychotria Ipecacuanha C3, Dactylopius Coccus C3, Drosera",0,1
3782,"Arnica Montana C9, Apis Mellifica C15, Hypericum Perforatum C15",0,1
1886,"Arnica Montana C9, Bryonia C5, Rhus Toxicodendron C15",0,1
4880,"Arnica Montana D6, Bryonia D6, Acidum Sulfuricum D6, Argentum Metallicum D12, Ledum Palustre D6, Cau",0,1
10942,"Arnica Montana D6, Calendula Officinalis D4, Symphytum Officinale D6, Hypericum Perforatum D4",0,1
8039,"Arnica Montana D6, Calendula Officinalis D4, Thuja Occidentalis D6, Guajacum D4, Hydrargyrum Bichlor",0,1
9607,"Arnica Montana D6, Crataegus D1, Digitalis Purpurea D12, Kalium Carbonicum D6, Convallaria Majalis D",0,1
7131,"Arnica Montana D6, Viscum Album D6, Naja Naja D10, Camphora D10",0,1
1464,"Arnica Montana Dil D2, Aurum Chloratum Dil D4, Calcium Arsenicosum Dil. D8, Kalmia Latifolia Dil. D4",0,1
516,"Arnica Montana Dil D2, Collinsonia Canadensis Dil. D1, Aesculus Hippocastanum Dil. D1, Carduus Maria",0,1
11551,"Arnica Montana Dil. D 2, Rhus Toxicodendron Dil D2, Solanum Dulcamara Dil D2, Sulfur D6, Sanguinaria",0,1
11552,"Arnica Montana Dil. D 2, Rhus Toxicodendron Dil D2, Solanum Dulcamara Dil D2, Sulfur Dil. D6, Sangui",0,1
11554,"Arnica Montana Dil. D 2, Rhus Toxicodendron Dil D2, Solanum Dulcamara Dil D2, Sulfur Dil. D6, Symphy",0,1
1610,"Arnica Montana Dil. D10, Berberis, Ethanol. Decoctum Dil. D3, Colchicum Autumnale, Ethanol. Digestio",0,1
1876,"Arnica Montana Dil. D12, Arnica Montana Dil. D30, Arnica Montana Dil. D200",0,1
1859,"Arnica Montana Dil. D20",0,1
8309,"Arnica Montana Dil. D20, Rhus Toxicodendron D8, Formica Rufa D8, Gelsemium Sempervirens, Ethanol. De",0,1
9072,"Arnica Montana Dil. D3, Achillea Millefolium Dil D 2, Capsella Bursa-Pastoris Dil. D 2, Erechthites",0,1
4625,"Arnica Montana Dil. D3, Acidum Silicicum Dil. D 10, Calcium Phosphoricum Dil. D 10, Discus Intervert",0,1
1854,"Arnica Montana Dil. D3, China Rubra D3, Ruta Graveolens D8, Belladonna D4, Achillea Millefolium D3,",0,1
10128,"Arnica Montana Dil. D3, Conium Maculatum Dil. D 4, Barium Iodatum Dil. D4, Secale Cornutum Dil. D3",0,1
10541,"Arnica Montana Dil. D3, Nitroglycerinum Dil. D3, Strophanthus Gratus Dil. D4, Kalium Carbonicum Dil.",0,1
1955,"Arnica Montana Dil. D30, Phosphorus Dil. D30, Calcium Carbonicum Hahnemanni Dil. D30, Argentum Nitri",0,1
8552,"Arnica Montana Dil. D4, Calendula Officinalis Dil. D3, Delphinium Staphisagria Dil. D4, Hepar Sulfur",0,1
7963,"Arnica Montana Dil. D4, Harpagophytum Procumbens Dil. D3, Bryonia Dil. D2, Calcium Phosphoricum Dil.",0,1
7132,"Arnica Montana Dil. D6, Camphora D3, Crataegus Mother Tincture",0,1
2862,"Arnica Montana E Floribus La 20% (Hab, Vs. 12c), Cantharis Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c)",0,1
1861,"Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)",0,1
9832,"Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl), Arctium Lappa E Radice W 5% (Hab",0,1
4633,"Arnica Montana E Planta Tota Ferm 33c Dil. D1 (Hab, Vs. 33c), Argentum Metallicum Dil. D18 Aquos., D",0,1
8266,"Arnica Montana E Planta Tota Ferm 33c Dil. D14 (Hab, Vs. 33c), Rosae Aetheroleum Dil. D7 (Hab, Vs. 5",0,1
1882,"Arnica Montana E Planta Tota Ferm 33c Ø (Hab, Vs. 33c), Formica Rufa Ex Animale Toto Gl Ø (Hab, Vs.",0,1
9851,"Arnica Montana Ex Planta Tota Ø, Betula, Folium, Ethanol. Decoctum Ø, Mandragora, Ethanol. Decoctum",0,1
3968,"Arnica Montana Ex Planta Tota Ø, Urtica Urens, Herba Rec. Ø",0,1
7015,"Arnica Montana Mother Tincture, Crataegus Mother Tincture, Viscum Album Dil. D1",0,1
4823,"Arnica Montana Oleos D3, Atropa Bella-Donna Oleos D3, Solanum Dulcamara Oleos D3, Calendula Officina",0,1
1848,"Arnica Montana Planta Tota Rec., Ethanol. Extr. (1:2)",0,1
9833,"Arnica Montana Trit. D 4, Ferrum Phosphoricum Trit. D6, Rhus Toxicodendron Trit. D6, Bryonia Trit. D",0,1
3279,"Arnica Montana Trit. D 4, Gelsemium Sempervirens Trit. D 4, Sulfur Trit. D 12, Kalium Carbonicum Tri",0,1
9083,"Arnica Montana Trit. D 4, Hamamelis Virginiana Trit. D 3, Sepia Officinalis Trit. D4, Vipera Berus D",0,1
1461,"Arnica Montana Trit. D 4, Hepar Sulfuris Trit. D 6, Phytolacca Americana Trit D 4, Atropa Bella-Donn",0,1
2290,"Arnica Montana Trit. D 4, Kalium Phosphoricum Trit. D6, Causticum Hahnemanni Trit. D6, Barium Carbon",0,1
4778,"Arnica Montana, Calendula Officinalis, Symphytum Officinale D4, Echinacea Purpurea Mother Tincture",0,1
1851,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Formi",0,1
3969,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Urtica Urens, Herba Rec. Ø",0,1
1646,"Arnica Tincture (Der: 1:7-9), Extraction Solvent: Ethanol 70% (V/V)",0,1
1880,"Arnica Tincture, Hydroxyethyl Salicylate",0,1
3373,"Arnica Trit. D2, Cimicifuga Trit. D2, Pulsatilla Trit D3, Calcium Fluoratum Trit D6, Caulophyllum Th",0,1
6136,"Arnica Ø, Aurum Chloratum Dil D4, Convallaria Majalis Dil D1, Ignatia Dil. D4, Crataegus Mother Tinc",0,1
4073,"Arnica Ø, Crataegus Mother Tincture, Cactus Mother Tincture, Camphora Dil. D1, Scilla Dil. D3, Strop",0,1
3970,"Arnica, Planta Tota 2b Ø, Urtica Urens, Herba Rec. Ø",0,1
7634,"Arnica, Planta Tota Dil. D15, Betulae Folium, Ethanol. Decoctum Dil. D3, Equisetum Arvense, Ethanol.",0,1
1842,"Arnica, Planta Tota Dil. D20, Betula, Cortex, Ethanol. Decoctum Dil. D2, Plumbum Mellitum Dil. D20",0,1
1867,"Arnica, Planta Tota Dil. D3",0,1
1866,"Arnica, Planta Tota Rh Dil. D10, Cor Bovis Dil. D10",0,1
7635,"Arnica, Planta Tota Rh Dil. D15, Betula, Folium Rh Dil. D3, Equisetum Arvense Rh Dil. D15, Mandragor",0,1
1843,"Arnica, Planta Tota Rh Dil. D20, Betula, Cortex, Decoctum Dil. D2, Formica 42a Dil. D6",0,1
1844,"Arnica, Planta Tota Rh Dil. D3, Levisticum Officinale Rh Dil. D3, Apis Mellifica 42b Dil. D2 Aquos.",0,1
1845,"Arnica, Planta Tota Rh Dil. D6, Levisticum Officinale Rh Dil. D6, Apis Mellifica Dil. D6",0,1
1895,Arpraziquantel,0,1
4813,"Arsenicum Album D30, Apis Mellifica D30, Rhus Toxicodendron D30, Sulfur D30",0,1
4909,"Arsenicum Album D30, Magnesium Phosphoricum D8, Aconitum Napellus D4, Citrullus Colocynthis D4, Pseu",0,1
4876,"Arsenicum Album D30, Magnesium Phosphoricum D8, Gnaphalium Polycephalum D4, Aconitum Napellus D4, Ci",0,1
4877,"Arsenicum Album D30, Magnesium Phosphoricum D8, Gnaphalium Polycephalum D6, Citrullus Colocynthis D6",0,1
4522,"Arsenicum Album D8, Veratrum Album D4, Citrullus Colocynthis D6, Argentum Nitricum D8, Colchicum Aut",0,1
4007,"Arsenicum Album Dil. D6, Atropa Belladonna Dil. D4, Eupatorium Perfoliatum Dil. D4, Phosphorus Dil.",0,1
9985,"Arsenicum Album Dil. D6, Cadmium Sulfuricum Dil. D8, Atropinum Sulfuricum D6, Kalium Bichromicum D6,",0,1
3900,"Arsenicum Album Dil. D6, Chelidonium Majus Dil. D3, Colchicum Autumnale, Ethanol. Digestio Dil. D3,",0,1
7516,"Arsenicum Album Dil. D6, Sulfur Dil. D6, Clematis Recta Dil. D3, Scrophularia Nodosa Dil. D3, Thuja",0,1
9987,"Arsenum Iodatum D12, Mercurius Solubilis Hahnemanni D10",0,1
2618,"Arsenum Iodatum Trit. D6",0,1
3408,"Artemisia Abrotanum D1, Berberis Vulgaris D5, Colchicinum D6 (Hab1, Vorschrift 5a)",0,1
11472,"Artemisia Absinthium",0,1
5667,"Artemisia Absinthium D3, Matricaria Recutita D2, Gentiana Lutea D3, Juniperus Communis D3",0,1
8174,"Artemisia Absinthium Ex Herba Siccata, Ethanol. Infusum Ø, Cocculus Dil. D3, Ipecacuanha, Ethanol. D",0,1
108,"Artemisia Absinthium Ex Herba Siccata, Ethanol. Infusum Ø, Terebinthina Laricina Dil. D3",0,1
5993,"Artemisia Absinthium Ex Herba, Infusum Dil. D3 (Hab, Vs. 24a), Gentiana Lutea E Radice, Decoctum Dil",0,1
1258,"Artemisia Absinthium Ø, Achillea Millefolium, Flos, Ethanol. Infusum Ø, Gentiana Lutea, Ethanol. Dec",0,1
7569,"Artemisia Absinthium Ø, Cochlearia Officinalis Ø, Juniperus Communis Ø, Psychotria Ipecacuanha Dil.",0,1
5012,"Artemisia Absinthium Ø, Semecarpus Anacardium Dil. D2, Strychnos Nux-Vomica Dil. D6, Apomorphinum Hy",0,1
1260,"Artemisia Absinthium, Herba Rec., Ethanol. Extr. 1:2,3, Centaurium Erythraea, Herba Rec., Ethanol. E",0,1
4857,"Artemisia Cina D6, Artemisia Vulgaris D6, Tanacetum Vulgare D6, Graphites D30, Hydrargyrum Bichlorat",0,1
4856,"Artemisia Vulgaris D4, Artemisia Cina D4, Tanacetum Vulgare D4, Hydrargyrum Bichloratum D6, Graphite",0,1
2349,"Artemisia Vulgaris Pollen",0,1
4379,"Artemisia Vulgaris Pollen, Depigmented Polymerized Extract",0,1
874,"Artemisia Vulgaris, Aluminium Hydroxide",0,1
10142,"Arteria Poplitea Bovis Gl Dil. D7 (Hab, Vs. 41c), Betula Pendula E Cortice, Decoctum Dil. D4 (Hab, V",0,1
10143,"Arteria Poplitea Bovis Gl Dil. D7 (Hab, Vs. 41c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a",0,1
1912,"Arteria Suis Dil. D30, Arteria Suis Dil. D200, Arteria Suis D10",0,1
9625,"Artesunate, Pyronaridine Phosphate",0,1
9449,"Articaine, Epinephrine",0,1
1942,"Artichoke Leaf Dry Extract (4-6:1): Extraction Agent: Water, Cynara Scolymus Leaf Powder",0,1
5878,"Artichoke Leaf Dry Extract (5.8-7.5:1), Extraction Agent: Water",0,1
1943,"Artichoke Leaf Dry Extract (5.8-7.5:1), Extraction Agent: Water, Dry Extract Of Milk Thistle Fruit (",0,1
1937,"Articulatio Coxae Bovis Gl Dil. D5 (Hab, Vs. 41b)",0,1
1938,"Articulatio Genus Bovis Gl Dil. D5 (Hab, Vs. 41b)",0,1
7239,"Arum Maculatum D12, Argentum Nitricum D12, Calcium Carbonicum Hahnemanni D30, Arnica Montana D30, Ph",0,1
4842,"Arum Maculatum D12, Arnica Montana Dil. D30, Argentum Nitricum D12, Calcium Carbonicum Hahnemanni D3",0,1
1950,"Arum Triphyllum Dil D2, Ammonium Bromatum Dil D2, Hydrargyrum Bichloratum Dil D8, Aesculus Hippocast",0,1
8261,"Asa Foetida D4, Valeriana Officinalis D4, Convallaria Majalis D6, Lycopus Virginicus D4",0,1
8305,"Asa Foetida Dil. D2, Allium Cepa D2, Momordica Balsamina Dil. D3",0,1
1961,"Asa Foetida Dil. D2, Ignatia Dil. D3, Nux Moschata Dil. D3, Zincum Isovalerianicum Dil. D5, Leonurus",0,1
9041,"Asa Foetida Trit. D 4, Bellis Perennis Trit: D 2, Calcium Sulfuricum Trit. D 3, Hepar Sulfuris Trit.",0,1
11533,"Asa Foetida Trit. D 4, Pulsatilla Pratensis Trit. D 4, Strychnos Ignatii Trit. D 4, Lachesis Mutus T",0,1
8736,"Asa Foetida Trit. D 4, Stillingia Sylvatica (Hab 34) Trit. D4, Calcium Phosphoricum Trit. D6, Hekla",0,1
9686,"Asclepias Tuberosa Dil. D30, Asclepias Tuberosa Dil. D200, Asclepias Tuberosa Dil. D10, Ranunculus B",0,1
7386,"Ascorbic Acid Bp",0,1
11069,"Ascorbic Acid, Acetylsalicylic Acid, Calcium Lactate Gluconate",0,1
4696,"Ascorbic Acid, Acetylsalicylic Acid, Codeine Phosphate",0,1
2788,"Ascorbic Acid, Aspartic Acid, Potassium Hydrogen Carbonate",0,1
10996,"Ascorbic Acid, Betacarotene, Alphatocopherol Acetate, Selenium Yeast",0,1
6158,"Ascorbic Acid, Betacarotene, Biotin, Calcium Pantothenate, Colecalciferol, Cyanocobalamin, Folic Aci",0,1
343,"Ascorbic Acid, Betacarotene, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Pyrid",0,1
5754,"Ascorbic Acid, Betacarotene, Ergocalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Pyridoxine, R",0,1
2329,"Ascorbic Acid, Biotin, Calcium Pantothenate, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, M",0,1
2333,"Ascorbic Acid, Biotin, Calcium Pantothenate, Cyanocobalamin, Nicotinamide, Riboflavin, Thiamine Nitr",0,1
6687,"Ascorbic Acid, Biotin, Folic Acid, Nicotinamide, Phytomenadione, Pyridoxine, Riboflavin, Thiamine, Z",0,1
10860,"Ascorbic Acid, Caffeine, Acetylsalicylic Acid Ph. Eur.",0,1
3052,"Ascorbic Acid, Calcium Lactate Gluconate",0,1
11634,"Ascorbic Acid, Calcium Pantothenate, Cyanocobalamin, Nicotinamide, Riboflavin, Thiamine Nitrate, Pyr",0,1
8872,"Ascorbic Acid, Codeine Phosphate Hemihydrate, Paracetamol Dc 90 %",0,1
3153,"Ascorbic Acid, Colecalciferol, Calcium, Pyridoxine Hydrochloride",0,1
9323,"Ascorbic Acid, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, Thiamine Nitrat",0,1
7490,"Ascorbic Acid, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, Thiamine, Zinc,",0,1
5468,"Ascorbic Acid, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Thiamine, Pantothenic Acid,",0,1
10874,"Ascorbic Acid, Deanol, P-Aminobenzoate Hemimagnesium",0,1
11130,"Ascorbic Acid, Ergocalciferol, Alphatocopherol Acetate, Vitamin A Concentrate (Oily Form), Synthetic",0,1
11410,"Ascorbic Acid, Ergocalciferol, Calcium Carbonate, Pyridoxine Hydrochloride, Citric Acid",0,1
10699,"Ascorbic Acid, Ferrous Sulfate Hydrate",0,1
5594,"Ascorbic Acid, Folic Acid, Dried Ferrous Sulfate",0,1
4182,"Ascorbic Acid, Hesperidin Methyl Chalcone, Dry Extract Of Butcher's Broom (5-7.5:1), Extraction Solv",0,1
4183,"Ascorbic Acid, Hesperidin Methyl Chalcone, Ruscus Aculeatus",0,1
7461,"Ascorbic Acid, Iron",0,1
2583,"Ascorbic Acid, Liquid Extract From Fresh Aloe Arborescens Leaf (Der 1:4), Extraction Solvent: Water",0,1
7605,"Ascorbic Acid, Magnesium Oxide",0,1
11188,"Ascorbic Acid, Nicotinamide, Glucose Monohydrate",0,1
8366,"Ascorbic Acid, Nitrofurantoin",0,1
11014,"Ascorbic Acid, O-(ß-Hydroxyethyl)rutosides",0,1
1541,"Ascorbic Acid, Paracetamol, Anhydrous Caffeine",0,1
5645,"Ascorbic Acid, Paracetamol, Caffeine",0,1
784,"Ascorbic Acid, Paracetamol, Codeine Phosphate Hemihydrate",0,1
3925,"Ascorbic Acid, Paracetamol, Phenylephrine",0,1
9794,"Ascorbic Acid, Paracetamol, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate, Sodium Carbonat",0,1
4059,"Ascorbic Acid, Paracetamol, Pseudoephedrine Sulphate",0,1
2787,"Ascorbic Acid, Potassium Hydrogen Carbonate",0,1
11219,"Ascorbic Acid, Rutoside, Alphatocopherol Acetate",0,1
10131,"Ascorbic Acid, Rutoside, Salicylamide",0,1
9998,"Ascorbic Acid, Rutoside, Willow Bark",0,1
3922,"Ascorbic Acid, Terpin Hydrate, Phenylephrine Hydrochloride Ph. Eur., Caffeine Ph. Eur., Paracetamol",0,1
9718,"Ascorbic Acid, Zinc",0,1
4174,"Ascorbic Acid, Zinc Sulphate Monohydrate",0,1
2846,"Ash Leaf, Rosemary, Fucus (Thallus Titration Between 0.03 % And 0.055 % In Iodine)",0,1
5384,"Ash Pollen",0,1
9438,"Asparagus Officinalis",0,1
8591,"Aspartic Acid, Glycine, Magnesium Chloride Hexahydrate, Potassium Chloride, Calcium Chloride Dihydra",0,1
9285,"Aspartic Acid, Potassium",0,1
8336,"Aspergillus Niger E Volumine Cellulae (Lyophil., Steril.) D3",0,1
8338,"Aspergillus Niger E Volumine Cellulae (Lyophil., Steril.) D4",0,1
10052,"Aspergillus Niger E Volumine Cellulae (Lyophil., Steril.) D5, Mucor Racemosus E Volumine Cellulae (L",0,1
9972,"Aspergillus Ruber E Volumine Cellulae (Lyophil., Steril.) D5",0,1
572,"Aspidium Filix-Mas, Spora Dil. D3, Argentum Metallicum Praeparatum Dil. D6, Conchae Dil. D7, Amanita",0,1
2011,"Aster Pollen",0,1
8396,"Atenolol, Indapamide",0,1
3068,"Atorvastatin, Amlodipine Besilate",0,1
11174,"Atorvastatin, Amlodipine Besilate, Perindopril Arginine",0,1
8718,"Atropa Bella-Donna D12",0,1
1661,"Atropa Bella-Donna D4, Atropa Bella-Donna D6, Atropa Bella-Donna D12",0,1
10123,"Atropa Bella-Donna D4, Baptisia Tinctoria D4, Bryonia D4, Echinacea Angustifolia Mother Tincture",0,1
2918,"Atropa Bella-Donna D4, Bryonia D3, Cuprum Aceticum D12, Lobaria Pulmonaria D4, Drosera D4",0,1
4904,"Atropa Bella-Donna D4, Calendula Officinalis D3, Hamamelis Virginiana D4, Rhus Toxicodendron D6, Ech",0,1
7114,"Atropa Bella-Donna D4, Spigelia Anthelmia D6, Strychnos Nux-Vomica D6, Luffa Operculata D6",0,1
6541,"Atropa Bella-Donna D4, Urginea Maritima Dil. D4, Arsenum Iodatum Dil. D6, Cuprum Aceticum Dil. D6, C",0,1
9005,"Atropa Bella-Donna D6, Potentilla Anserina D6, Viburnum Opulus D6",0,1
9685,"Atropa Bella-Donna Dil D5, Ranunculus Bulbosus Dil D3, Acidum Arsenicosum Dil D11, Daphne Mezereum D",0,1
1653,"Atropa Bella-Donna Dil D5, Rhus Toxicodendron Dil. D5, Euphrasia 3c Dil. D5, Apis Mellifica Dil. D5,",0,1
11246,"Atropa Bella-Donna Dil. D1, Artemisia Absinthium Ø, China Mother Tincture, Anacardium Mother Tinctur",0,1
9192,"Atropa Bella-Donna Dil. D10, Plantago Major Dil. D15, Plantago Major Dil. D2, Plantago Major Dil. D2",0,1
1494,"Atropa Belladonna Dil. D4",0,1
10512,"Atropa Belladonna Dil. D4, Semecarpus Anacardium Dil. D6, Carbo Vegetabilis Dil. D8, Chamomilla Dil.",0,1
10034,"Atropa Belladonna E Fructibus Ferm 33a Dil. D4 (Hab, Vs. 33a), Dryopteris Filix-Mas E Radice Ferm 33",0,1
2361,"Atropa Belladonna E Fructibus Ferm 33a Dil. D5 (Hab, Vs. 33a), Rosae Aetheroleum Dil. D7 (Hab, Vs. 5",0,1
11368,"Atropa Belladonna E Radice Ferm 33b Dil. D11 (Hab, Vs. 33b), Viscum Album (Populi) E Planta Tota Fer",0,1
2993,"Atropa Belladonna E Radice Ferm 33b Dil. D3 (Hab, Vs. 33b), Pulsatilla Vulgaris E Floribus Ferm 33c",0,1
11369,"Atropa Belladonna E Radice Ferm 33b Dil. D9 (Hab, Vs. 33b), Viscum Album (Populi) E Planta Tota Ferm",0,1
11251,"Atropa Belladonna Ex Herba Ferm 33a Dil. D2 (Hab, Vs. 33a), Chamomilla Recutita E Radice Ferm 33c Di",0,1
4012,"Atropa Belladonna Mother Tincture, Echinacea Angustifolia Mother Tincture, Eupatorium Perfoliatum Mo",0,1
6732,"Atropine Sulfate, Avizafone, Pralidoxime Metilsulfate",0,1
6731,"Atropine Sulfate, Pralidoxime Chloride",0,1
355,"Atropine Sulfate, Sodium Hydrogen Carbonate, Peppermint Oil, Aluminium Hydroxide Gel, Dried, Calcium",0,1
2068,"Atropine Sulphate Bp",0,1
2367,"Atropine, Ergotamine Tartrate, Phenobarbital",0,1
7708,"Atropinum Sulfuricum Dil. D5, Aconitum Napellus Dil. D5, Hydrargyrum Bicyanatum Dil. D8",0,1
2092,"Aumolertinib Mesilate",0,1
8440,"Auri Solutio Colloidalis D4, Camphora D2, Crataegus D1, Selenicereus Grandiflorus D2, Strophanthus G",0,1
2130,"Aurum Metallicum Dil. D12, Aurum Metallicum Dil. D200, Aurum Metallicum Dil. D30",0,1
2116,"Aurum Metallicum Dil. D12, Aurum Metallicum Praeparatum Dil. D10 Aquos., Aurum Metallicum Praeparatu",0,1
2117,"Aurum Metallicum Dil. D12, Aurum Metallicum Praeparatum Dil. D10, Aurum Metallicum Praeparatum Dil.",0,1
2124,"Aurum Metallicum Dil. D29 Aquos., Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b)",0,1
2119,"Aurum Metallicum Dil. D5, Camphora Dil. D3 Aquos. (Hab, Sv 5b), Selenicereus Grandiflorus Ex Herba F",0,1
2459,"Aurum Metallicum Dil. D9, Berberis Vulgaris E Radice Ferm 33d Ø (Hab, Vs. 33d), Sepia Officinalis E",0,1
2120,"Aurum Metallicum Dil. D9, Camphora Dil. D3 Aquos. (Hab, Sv 5b), Selenicereus Grandiflorus Ex Herba F",0,1
4039,"Aurum Metallicum Dil. D9, Cor Bovis Gl Dil. D16 (Hab, Vs. 41c)",0,1
4038,"Aurum Metallicum Dil. D9, Cor Bovis Gl Dil. D5 (Hab, Vs. 41c)",0,1
10451,"Aurum Metallicum Dil. D9, Euspongia Officinalis Dil. D9 (Hab, Vs. 6), Saccharum Candidum Dil. D9 (Ha",0,1
8880,"Aurum Metallicum Dil. D9, Glandulae Parathyreoideae Bovis Gl Dil. D7 (Hab, Vs. 41a)",0,1
8322,"Aurum Metallicum Dil. D9, Lobelia Inflata Dil. D6, Nicotiana Tabacum D5, Strychnos Nux-Vomica D9, Pa",0,1
10542,"Aurum Metallicum Dil. D9, Stibium Metallicum Dil. D7, Strophanthus Kombe E Semine Ferm 35b Dil. D2 (",0,1
10543,"Aurum Metallicum Dil. D9, Stibium Metallicum Dil. D7, Strophanthus Kombe E Semine Ferm 35b Dil. D4 (",0,1
2127,"Aurum Metallicum Dil. D9, Strophanthus Kombe E Semine Ferm 35b Dil. D5 (Hab, Vs. 35b)",0,1
2111,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Cor Bovis Dil. D4",0,1
2112,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Ferrum Sidereum Dil. D10 Aquos.",0,1
2105,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Hyoscyamus Niger, Planta Tota Rh Dil. D5, Stibium Meta",0,1
2113,"Aurum Metallicum Praeparatum Dil. D10 Aquos., Stibium Metallicum Praeparatum Dil. D8 Aquos.",0,1
3292,"Aurum Metallicum Praeparatum Dil. D10, Arnica, Planta Tota Dil. D10, Formica Rufa Dil. D10, Onopordu",0,1
2106,"Aurum Metallicum Praeparatum Dil. D10, Hyoscyamus Dil. D5, Stibium Metallicum Praeparatum Dil. D6",0,1
4114,"Aurum Metallicum Praeparatum Dil. D15, Cactus Grandiflorus, Ethanol. Digestio Dil. D4, Cor Bovis Dil",0,1
2114,"Aurum Metallicum Praeparatum Dil. D30, Equisetum Arvense Rh Dil. D20",0,1
8592,"Aurum Metallicum Praeparatum Dil. D30, Myrrha Dil. D6, Olibanum Dil. D12",0,1
2107,"Aurum Metallicum Praeparatum Dil. D4, Rosae Aetheroleum Extractum, Lavender Oil",0,1
2118,"Aurum Metallicum Praeparatum Trit. D10, Aurum Metallicum Trit. D12, Aurum Metallicum Trit. D20, Auru",0,1
2108,"Aurum Metallicum Trit. D3, Myrrh, Olibanum",0,1
2109,"Aurum Metallicum Trit. D6, Myrrha Trit. D3 (Hab, Vs. 6), Olibanum Trit. D3 (Hab, Vs. 6)",0,1
2110,"Aurum Metallicum Trit. D7, Myrrha Trit. D4 (Hab, Vs. 6), Olibanum Trit. D4 (Hab, Vs. 6)",0,1
9740,"Aurum Metallicum Trit. D7, Strychnos Ignatii Trit. D 4, Ambra Grisea Trit. D6, Myristica Fragrans D1",0,1
9741,"Aurum Metallicum Trit. D7, Strychnos Ignatii Trit. D 4, Scutellaria Lateriflora Extract, Ambra Grise",0,1
8331,"Auszug (10:1,3) Aus Betula (Folium), Juniperi Pseudo-Fructus (5:1,5) (Auszugsmittel: Trinkwasser, Sa",0,1
6189,"Auszug Aus Keuschlammfrüchten (7,9-8,8:1) Auszugsmittel Ethanol 60% (V/V)",0,1
7549,"Autologous Cartilage-Derived Articular Chondrocytes, In-Vitro Expanded",0,1
3909,"Autumn Crocus Fresh Flower Fluid Extract (1:15-25), Extraction Solvent Ethanol 96% (V/V)",0,1
10532,"Avena Sativa 3dh, Ignatia Amara 15dh, Aurum Metallicum D10, Kalium Phosphoricum D6",0,1
8414,"Avena Sativa D1, Chamomilla Recutita D12, Phosphorus D12, Coffea Arabica D12, Zincum Valerianicum D1",0,1
10088,"Avena Sativa D1, Passiflora Incarnata D1",0,1
4894,"Avena Sativa D4, Valeriana D4, Eschscholtzia Californica D4, Humulus Lupulus D4, Ammonium Bromatum D",0,1
